,Source_Location_X,,Source_Location_Y,,Source_Emission_rate
2.255272505,180,2.255272505,180,-1.889208339,0.012906
2,100,2,100,-2.525681732,0.0029807
2.477121255,300,2.477121255,300,-1.805069601,0.015665
2.146128036,140,1.826074803,67,-1.929444984,0.011764
1.84509804,70,1.84509804,70,-1.935317434,0.011606
2.255272505,180,2.255272505,180,-3.100869228,0.00079274
2,100,2,100,-2.06905606,0.0085299
2.477121255,300,2.477121255,300,-2.095684861,0.0080226
2.369215857,234,2.478566496,301,-1.871439193,0.013445
1.84509804,70,1.84509804,70,-1.84269437,0.014365
2.255272505,180,2.255272505,180,-1.941308317,0.011447
2,100,2,100,-2.125895237,0.0074835
2.477121255,300,2.477121255,300,-1.901114106,0.012557
1.977723605,95,2.445604203,279,-3.294683775,0.00050736
1.84509804,70,1.84509804,70,-1.940095944,0.011479
2.255272505,180,2.255272505,180,-2.020242268,0.0095446
2,100,2,100,-2.111416177,0.0077372
2.477121255,300,2.477121255,300,-2.215503956,0.0060883
2.495544338,313,2.428134794,268,-1.914459694,0.012177
1.84509804,70,1.84509804,70,-2.28396325,0.0052004
2.255272505,180,2.255272505,180,-2.036410483,0.0091958
2,100,2,100,-2.641475066,0.0022831
2.477121255,300,2.477121255,300,-2.090567003,0.0081177
1.826074803,67,2.589949601,389,-1.936516522,0.011574
1.84509804,70,1.84509804,70,-2.245949962,0.0056761
2.255272505,180,2.255272505,180,-3.007446482,0.000983
2,100,2,100,-2.083835678,0.0082445
2.477121255,300,2.477121255,300,-2.516541085,0.0030441
2.478566496,301,2.238046103,173,-2.059473554,0.0087202
1.84509804,70,1.84509804,70,-1.823041019,0.01503
2.255272505,180,2.255272505,180,-2.164353811,0.0068493
2,100,2,100,-2.477620981,0.0033295
2.477121255,300,2.477121255,300,-2.273500998,0.0053272
2.445604203,279,2.184691431,153,-2.579730616,0.0026319
1.84509804,70,1.84509804,70,-1.917897116,0.012081
2.255272505,180,2.255272505,180,-2.490206272,0.0032344
2,100,2,100,-2.17866337,0.0066273
2.477121255,300,2.477121255,300,-2.010256599,0.0097666
2.428134794,268,2.40654018,255,-2.075560468,0.0084031
1.84509804,70,1.84509804,70,-2.311286595,0.0048833
2.255272505,180,2.255272505,180,-1.827630623,0.014872
2,100,2,100,-2.170426084,0.0067542
2.477121255,300,2.477121255,300,-3.067445066,0.00085616
2.589949601,389,2.597695186,396,-1.903298498,0.012494
1.84509804,70,1.84509804,70,-2.054762903,0.0088153
2.255272505,180,2.255272505,180,-2.092266263,0.008086
2,100,2,100,-2.146624283,0.0071347
2.477121255,300,2.477121255,300,-2.300153606,0.0050101
2.238046103,173,1.662757832,46,-2.135192371,0.007325
1.84509804,70,1.84509804,70,-1.854368585,0.013984
2.255272505,180,2.255272505,180,-1.840793866,0.014428
2,100,2,100,-2.395007586,0.0040271
2.477121255,300,2.477121255,300,-1.814854642,0.015316
2.184691431,153,2.599883072,398,-2.146624283,0.0071347
1.84509804,70,1.84509804,70,-2.896743767,0.0012684
2.255272505,180,2.255272505,180,-2.300153606,0.0050101
2,100,2,100,-2.073925211,0.0084348
2.477121255,300,2.477121255,300,-1.982924904,0.010401
2.40654018,255,2.421603927,264,-1.880744111,0.01316
1.84509804,70,1.84509804,70,-2.612307697,0.0024417
2.255272505,180,2.255272505,180,-3.176584463,0.00066591
2,100,2,100,-3.100869228,0.00079274
2.477121255,300,2.477121255,300,-1.9201678,0.012018
2.597695186,396,2.037426498,109,-1.800711172,0.015823
1.84509804,70,1.84509804,70,-2.465377466,0.0034247
2.255272505,180,2.255272505,180,-2.481775686,0.0032978
2,100,2,100,-2.352675722,0.0044394
2.477121255,300,2.477121255,300,-2.481775686,0.0032978
1.662757832,46,2.017033339,104,-2.062642616,0.0086568
1.84509804,70,1.84509804,70,-2.028984063,0.0093544
2.255272505,180,2.255272505,180,-2.512041907,0.0030758
2,100,2,100,-1.928265236,0.011796
2.477121255,300,2.477121255,300,-2.412446173,0.0038686
2.599883072,398,1.681241237,48,-2.146624283,0.0071347
1.84509804,70,1.84509804,70,-2.706416487,0.001966
2.255272505,180,2.255272505,180,-2.855363532,0.0013952
2,100,2,100,-2.395007586,0.0040271
2.477121255,300,2.477121255,300,-3.156381077,0.00069762
2.421603927,264,2.549003262,354,-1.867356149,0.013572
1.84509804,70,1.84509804,70,-2.146624283,0.0071347
2.255272505,180,2.255272505,180,-2.358922687,0.004376
2,100,2,100,-2.220050157,0.0060249
2.477121255,300,2.477121255,300,-1.806847563,0.015601
2.037426498,109,1.591064607,39,-2.43062609,0.00371
1.84509804,70,1.84509804,70,-1.895649481,0.012716
2.255272505,180,2.255272505,180,-2.349585617,0.0044711
2,100,2,100,-1.900008766,0.012589
2.477121255,300,2.477121255,300,-1.841758162,0.014396
2.017033339,104,2.037426498,109,-2.896743767,0.0012684
1.84509804,70,1.84509804,70,-2.053203973,0.008847
2.255272505,180,2.255272505,180,-1.849458459,0.014143
2,100,2,100,-2.253295759,0.0055809
2.477121255,300,2.477121255,300,-2.855363532,0.0013952
1.681241237,48,2.320146286,209,-1.857329022,0.013889
1.84509804,70,1.84509804,70,-2.048555621,0.0089422
2.255272505,180,2.255272505,180,-3.051650618,0.00088787
2,100,2,100,-3.243531253,0.00057078
2.477121255,300,2.477121255,300,-1.858330783,0.013857
2.549003262,354,2.359835482,229,-1.856329567,0.013921
1.84509804,70,1.84509804,70,-3.067445066,0.00085616
2.255272505,180,2.255272505,180,-2.001875855,0.0099569
2,100,2,100,-1.911084653,0.012272
2.477121255,300,2.477121255,300,-2.077201906,0.0083714
1.591064607,39,2.494154594,312,-2.352675722,0.0044394
1.84509804,70,1.84509804,70,-2.774535641,0.0016806
2.255272505,180,2.255272505,180,-1.835112042,0.014618
2,100,2,100,-1.990931724,0.010211
2.477121255,300,2.477121255,300,-2.49448374,0.0032027
2.037426498,109,2.187520721,154,-3.220050157,0.00060249
1.84509804,70,1.84509804,70,-1.895649481,0.012716
2.255272505,180,2.255272505,180,-2.057897653,0.0087519
2,100,2,100,-2.082163775,0.0082763
2.477121255,300,2.477121255,300,-1.957227663,0.011035
2.320146286,209,2.409933123,257,-2.116787284,0.0076421
1.84509804,70,1.84509804,70,-2.113199175,0.0077055
2.255272505,180,2.255272505,180,-1.860309778,0.013794
2,100,2,100,-1.958488887,0.011003
2.477121255,300,2.477121255,300,-2.211004852,0.0061517
2.359835482,229,1.86332286,73,-1.907735639,0.012367
1.84509804,70,1.84509804,70,-1.959714201,0.010972
2.255272505,180,2.255272505,180,-1.934158966,0.011637
2,100,2,100,-3.197773762,0.0006342
2.477121255,300,2.477121255,300,-1.95597009,0.011067
2.494154594,312,1.653212514,45,-1.963530801,0.010876
1.84509804,70,1.84509804,70,-2.692632344,0.0020294
2.255272505,180,2.255272505,180,-3.021687069,0.00095129
2,100,2,100,-1.854368585,0.013984
2.477121255,300,2.477121255,300,-2.138973658,0.0072615
2.187520721,154,1.897627091,79,-1.894592014,0.012747
1.84509804,70,1.84509804,70,-2.030458291,0.0093227
2.255272505,180,2.255272505,180,-2.554317973,0.0027905
2,100,2,100,-2.365270892,0.0043125
2.477121255,300,2.477121255,300,-2.243531253,0.0057078
2.409933123,257,2.540329475,347,-2.618000978,0.0024099
1.84509804,70,1.84509804,70,-2.004650042,0.0098935
2.255272505,180,2.255272505,180,-2.026050537,0.0094178
2,100,2,100,-2.735371042,0.0018392
2.477121255,300,2.477121255,300,-1.863311134,0.013699
1.86332286,73,2.515873844,328,-2.013085017,0.0097032
1.84509804,70,1.84509804,70,-2.305684427,0.0049467
2.255272505,180,2.255272505,180,-1.9201678,0.012018
2,100,2,100,-1.876605752,0.013286
2.477121255,300,2.477121255,300,-2.980302269,0.0010464
1.653212514,45,2.396199347,249,-1.89350313,0.012779
1.84509804,70,1.84509804,70,-1.8033265,0.015728
2.255272505,180,2.255272505,180,-1.820275904,0.015126
2,100,2,100,-1.888132853,0.012938
2.477121255,300,2.477121255,300,-2.042440598,0.009069
1.897627091,79,2.534026106,342,-1.952257982,0.011162
1.84509804,70,1.84509804,70,-2.104356495,0.007864
2.255272505,180,2.255272505,180,-2.374955206,0.0042174
2,100,2,100,-1.897840817,0.012652
2.477121255,300,2.477121255,300,-2.099130582,0.0079592
2.540329475,347,2.447158031,280,-1.980302269,0.010464
1.84509804,70,1.84509804,70,-1.93296636,0.011669
2.255272505,180,2.255272505,180,-3.544561249,0.00028539
2,100,2,100,-2.045487347,0.0090056
2.477121255,300,2.477121255,300,-1.83321478,0.014682
2.515873844,328,2.31386722,206,-2.164353811,0.0068493
1.84509804,70,1.84509804,70,-2.255769622,0.0055492
2.255272505,180,2.255272505,180,-2.735371042,0.0018392
2,100,2,100,-2.064235861,0.0086251
2.477121255,300,2.477121255,300,-1.823041019,0.01503
2.396199347,249,2.146128036,140,-1.891367334,0.012842
1.84509804,70,1.84509804,70,-3.352675722,0.00044394
2.255272505,180,2.255272505,180,-2.659952682,0.002188
2,100,2,100,-2.114989524,0.0076738
2.477121255,300,2.477121255,300,-1.827630623,0.014872
2.534026106,342,2.127104798,134,-2.930590929,0.0011733
1.84509804,70,1.84509804,70,-1.952257982,0.011162
2.255272505,180,2.255272505,180,-2.337440478,0.0045979
2,100,2,100,-2.713476168,0.0019343
2.477121255,300,2.477121255,300,-2.653705718,0.0022197
2.447158031,280,1.838849091,69,-2.398439735,0.0039954
1.84509804,70,1.84509804,70,-1.866333377,0.013604
2.255272505,180,2.255272505,180,-1.845606462,0.014269
2,100,2,100,-2.659952682,0.002188
2.477121255,300,2.477121255,300,-2.94248604,0.0011416
2.31386722,206,2.480006943,302,-2.896743767,0.0012684
1.84509804,70,1.84509804,70,-2.034915946,0.0092275
2.255272505,180,2.255272505,180,-2.001875855,0.0099569
2,100,2,100,-4.498940738,3.17E-05
2.477121255,300,2.477121255,300,-1.835112042,0.014618
2.146128036,140,2.004321374,101,-2.043961301,0.0090373
1.84509804,70,1.84509804,70,-2.434352853,0.0036783
2.255272505,180,2.255272505,180,-2.064235861,0.0086251
2,100,2,100,-1.92245042,0.011955
2.477121255,300,2.477121255,300,-2.16035229,0.0069127
2.127104798,134,1.973127854,94,-1.915602481,0.012145
1.84509804,70,1.84509804,70,-1.935317434,0.011606
2.255272505,180,2.255272505,180,-1.946153573,0.01132
2,100,2,100,-2.666290817,0.0021563
2.477121255,300,2.477121255,300,-2.057897653,0.0087519
1.838849091,69,2.269512944,186,-2.027514823,0.0093861
1.84509804,70,1.84509804,70,-2.799833754,0.0015855
2.255272505,180,2.255272505,180,-1.834162375,0.01465
2,100,2,100,-2.12773881,0.0074518
2.477121255,300,2.477121255,300,-2.612307697,0.0024417
2.480006943,302,2.45331834,284,-2.090567003,0.0081177
1.84509804,70,1.84509804,70,-4.197910742,6.34E-05
2.255272505,180,2.255272505,180,-1.800711172,0.015823
2,100,2,100,-2.485970522,0.0032661
2.477121255,300,2.477121255,300,-2.202144101,0.0062785
2.004321374,101,2.08278537,121,-2.346517343,0.0045028
1.84509804,70,1.84509804,70,-2.195608382,0.0063737
2.255272505,180,2.255272505,180,-2.441903712,0.0036149
2,100,2,100,-2.193453745,0.0064054
2.477121255,300,2.477121255,300,-1.919012953,0.01205
1.973127854,94,1.414973348,26,-1.874518734,0.01335
1.84509804,70,1.84509804,70,-2.206551879,0.0062151
2.255272505,180,2.255272505,180,-2.808604883,0.0015538
2,100,2,100,-2.384860406,0.0041223
2.477121255,300,2.477121255,300,-2.43062609,0.00371
2.269512944,186,2.100370545,126,-2.243531253,0.0057078
1.84509804,70,1.84509804,70,-1.904412253,0.012462
2.255272505,180,2.255272505,180,-1.988260439,0.010274
2,100,2,100,-1.858330783,0.013857
2.477121255,300,2.477121255,300,-1.85933486,0.013825
2.45331834,284,2.5132176,326,-2.245949962,0.0056761
1.84509804,70,1.84509804,70,-3.100869228,0.00079274
2.255272505,180,2.255272505,180,-2.014506164,0.0096715
2,100,2,100,-1.805069601,0.015665
2.477121255,300,2.477121255,300,-2.156381077,0.0069762
2.08278537,121,2.40654018,255,-2.06905606,0.0085299
1.84509804,70,1.84509804,70,-2.355787972,0.0044077
2.255272505,180,2.255272505,180,-2.118592516,0.0076104
2,100,2,100,-2.1314496,0.0073884
2.477121255,300,2.477121255,300,-2.281323964,0.0052321
1.414973348,26,2.526339277,336,-2.215503956,0.0060883
1.84509804,70,1.84509804,70,-2.391591648,0.0040589
2.255272505,180,2.255272505,180,-2.521087361,0.0030124
2,100,2,100,-1.817556814,0.015221
2.477121255,300,2.477121255,300,-2.374955206,0.0042174
2.100370545,126,2.326335861,212,-2.255769622,0.0055492
1.84509804,70,1.84509804,70,-2.172469189,0.0067225
2.255272505,180,2.255272505,180,-1.846551011,0.014238
2,100,2,100,-1.837943663,0.014523
2.477121255,300,2.477121255,300,-2.082163775,0.0082763
2.5132176,326,1.826074803,67,-1.838901644,0.014491
1.84509804,70,1.84509804,70,-3.653705718,0.00022197
2.255272505,180,2.255272505,180,-2.199956876,0.0063102
2,100,2,100,-2.26076003,0.0054858
2.477121255,300,2.477121255,300,-2.34044507,0.0045662
2.40654018,255,2.496929648,314,-2.666290817,0.0021563
1.84509804,70,1.84509804,70,-1.898940645,0.01262
2.255272505,180,2.255272505,180,-1.980302269,0.010464
2,100,2,100,-1.953504836,0.01113
2.477121255,300,2.477121255,300,-2.349585617,0.0044711
2.526339277,336,2.465382851,292,-2.692632344,0.0020294
1.84509804,70,1.84509804,70,-1.929444984,0.011764
2.255272505,180,2.255272505,180,-1.982924904,0.010401
2,100,2,100,-1.84269437,0.014365
2.477121255,300,2.477121255,300,-2.166368483,0.0068176
2.326335861,212,2.271841607,187,-1.901114106,0.012557
1.84509804,70,1.84509804,70,-1.9201678,0.012018
2.255272505,180,2.255272505,180,-2.102609361,0.0078957
2,100,2,100,-1.818470818,0.015189
2.477121255,300,2.477121255,300,-2.154412104,0.0070079
1.826074803,67,2.561101384,364,-2.457411073,0.0034881
1.84509804,70,1.84509804,70,-1.850442208,0.014111
2.255272505,180,2.255272505,180,-1.813071903,0.015379
2,100,2,100,-2.090567003,0.0081177
2.477121255,300,2.477121255,300,-2.316961972,0.0048199
2.496929648,314,2.096910013,125,-1.913355479,0.012208
1.84509804,70,1.84509804,70,-1.825794773,0.014935
2.255272505,180,2.255272505,180,-1.863311134,0.013699
2,100,2,100,-2.078849572,0.0083397
2.477121255,300,2.477121255,300,-1.907735639,0.012367
2.465382851,292,2.004321374,101,-2.300153606,0.0050101
1.84509804,70,1.84509804,70,-1.869408948,0.013508
2.255272505,180,2.255272505,180,-2.919012953,0.001205
2,100,2,100,-1.856329567,0.013921
2.477121255,300,2.477121255,300,-2.559279783,0.0027588
2.271841607,187,2.480006943,302,-1.901114106,0.012557
1.84509804,70,1.84509804,70,-1.849458459,0.014143
2.255272505,180,2.255272505,180,-1.821195654,0.015094
2,100,2,100,-2.559279783,0.0027588
2.477121255,300,2.477121255,300,-2.088874365,0.0081494
2.561101384,364,2.342422681,220,-2.202144101,0.0062785
1.84509804,70,1.84509804,70,-1.813071903,0.015379
2.255272505,180,2.255272505,180,-2.006048213,0.0098617
2,100,2,100,-2.125895237,0.0074835
2.477121255,300,2.477121255,300,-3.176584463,0.00066591
2.096910013,125,1.851258349,71,-2.453482013,0.0035198
1.84509804,70,1.84509804,70,-2.054762903,0.0088153
2.255272505,180,2.255272505,180,-2.43062609,0.00371
2,100,2,100,-3.100869228,0.00079274
2.477121255,300,2.477121255,300,-3.653705718,0.00022197
2.004321374,101,2.294466226,197,-2.808604883,0.0015538
1.84509804,70,1.84509804,70,-1.849458459,0.014143
2.255272505,180,2.255272505,180,-2.449588181,0.0035515
2,100,2,100,-3.100869228,0.00079274
2.477121255,300,2.477121255,300,-2.135192371,0.007325
2.480006943,302,2.586587305,386,-1.857329022,0.013889
1.84509804,70,1.84509804,70,-2.124059457,0.0075152
2.255272505,180,2.255272505,180,-1.832298765,0.014713
2,100,2,100,-1.824865241,0.014967
2.477121255,300,2.477121255,300,-1.845606462,0.014269
2.342422681,220,2.434568904,272,-2.097404304,0.0079909
1.84509804,70,1.84509804,70,-1.900008766,0.012589
2.255272505,180,2.255272505,180,-2.007446482,0.00983
2,100,2,100,-1.839831707,0.01446
2.477121255,300,2.477121255,300,-2.080503512,0.008308
1.851258349,71,2.562292864,365,-1.984263126,0.010369
1.84509804,70,1.84509804,70,-3.051650618,0.00088787
2.255272505,180,2.255272505,180,-1.94248604,0.011416
2,100,2,100,-2.485970522,0.0032661
2.477121255,300,2.477121255,300,-2.248389911,0.0056443
2.294466226,197,2.08278537,121,-2.273500998,0.0053272
1.84509804,70,1.84509804,70,-2.054762903,0.0088153
2.255272505,180,2.255272505,180,-1.801590366,0.015791
2,100,2,100,-1.800711172,0.015823
2.477121255,300,2.477121255,300,-2.391591648,0.0040589
2.586587305,386,1.799340549,63,-3.137075922,0.00072933
1.84509804,70,1.84509804,70,-1.815762971,0.015284
2.255272505,180,2.255272505,180,-2.020242268,0.0095446
2,100,2,100,-2.077201906,0.0083714
2.477121255,300,2.477121255,300,-3.268354837,0.00053907
2.434568904,272,2.012837225,103,-2.595713771,0.0025368
1.84509804,70,1.84509804,70,-1.892416969,0.012811
2.255272505,180,2.255272505,180,-2.042440598,0.009069
2,100,2,100,-2.12773881,0.0074518
2.477121255,300,2.477121255,300,-2.319827718,0.0047882
2.562292864,365,2.580924976,381,-3.498803758,0.0003171
1.84509804,70,1.84509804,70,-2.067445066,0.0085616
2.255272505,180,2.255272505,180,-2.195608382,0.0063737
2,100,2,100,-1.92245042,0.011955
2.477121255,300,2.477121255,300,-2.093972198,0.0080543
2.08278537,121,2.123851641,133,-3.100869228,0.00079274
1.84509804,70,1.84509804,70,-2.051650618,0.0088787
2.255272505,180,2.255272505,180,-2.195608382,0.0063737
2,100,2,100,-2.535018908,0.0029173
2.477121255,300,2.477121255,300,-2.020242268,0.0095446
1.799340549,63,2.526339277,336,-1.877620268,0.013255
1.84509804,70,1.84509804,70,-2.255769622,0.0055492
2.255272505,180,2.255272505,180,-2.32561657,0.0047248
2,100,2,100,-2.276093028,0.0052955
2.477121255,300,2.477121255,300,-2.170426084,0.0067542
2.012837225,103,2.10720997,128,-1.850442208,0.014111
1.84509804,70,1.84509804,70,-2.077201906,0.0083714
2.255272505,180,2.255272505,180,-1.989615229,0.010242
2,100,2,100,-1.99366234,0.010147
2.477121255,300,2.477121255,300,-1.990931724,0.010211
2.580924976,381,2.330413773,214,-2.735371042,0.0018392
1.84509804,70,1.84509804,70,-2.088874365,0.0081494
2.255272505,180,2.255272505,180,-1.821195654,0.015094
2,100,2,100,-2.166368483,0.0068176
2.477121255,300,2.477121255,300,-2.095684861,0.0080226
2.123851641,133,2.507855872,322,-3.896743767,0.00012684
1.84509804,70,1.84509804,70,-1.908860846,0.012335
2.255272505,180,2.255272505,180,-2.685900937,0.0020611
2,100,2,100,-1.917897116,0.012081
2.477121255,300,2.477121255,300,-2.000495378,0.0099886
2.526339277,336,2.045322979,111,-1.988260439,0.010274
1.84509804,70,1.84509804,70,-2.215503956,0.0060883
2.255272505,180,2.255272505,180,-2.720652508,0.0019026
2,100,2,100,-1.819386749,0.015157
2.477121255,300,2.477121255,300,-3.498803758,0.0003171
2.10720997,128,2.133538908,136,-1.81216918,0.015411
1.84509804,70,1.84509804,70,-2.930590929,0.0011733
2.255272505,180,2.255272505,180,-2.334456531,0.0046296
2,100,2,100,-2.1314496,0.0073884
2.477121255,300,2.477121255,300,-1.820275904,0.015126
2.330413773,214,1.897627091,79,-2.048555621,0.0089422
1.84509804,70,1.84509804,70,-2.647547338,0.0022514
2.255272505,180,2.255272505,180,-3.896743767,0.00012684
2,100,2,100,-2.090567003,0.0081177
2.477121255,300,2.477121255,300,-1.940095944,0.011479
2.507855872,322,2.344392274,221,-2.000495378,0.0099886
1.84509804,70,1.84509804,70,-2.445728951,0.0035832
2.255272505,180,2.255272505,180,-2.750630405,0.0017757
2,100,2,100,-1.890286495,0.012874
2.477121255,300,2.477121255,300,-1.805957672,0.015633
